,GMIS.Region,Old.Region,GMIS.Division,Division,Position,Total.Filled,Total.Unfilled,Total.Authorized,Filling.Up.Rate
12007,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Special Education Teacher I,9,0,9,100
12008,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Special Education Teacher II,10,1,11,90.91
12009,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Special Education Teacher III,2,0,2,100
12010,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Special Education Teacher IV,1,0,1,100
12011,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Special Science Teacher I,58,5,63,92.06
12012,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Teacher I,918,14,932,98.5
12013,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Teacher II,540,14,554,97.47
12014,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Teacher III,1898,7,1905,99.63
12015,Region XIII - CARAGA,CARAGA,Division of Butuan City,Butuan City,Watchman I,2,0,2,100
12016,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Accountant III,1,0,1,100
12017,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Administrative Aide IV,1,0,1,100
12018,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Administrative Aide VI,2,3,5,40
12019,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Administrative Assistant I,1,0,1,100
12020,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Administrative Assistant II,14,0,14,100
12021,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Administrative Assistant III,19,2,21,90.48
12022,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Administrative Officer II,22,0,22,100
12023,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Administrative Officer IV,4,0,4,100
12024,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Administrative Officer V,2,0,2,100
12025,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Assistant School Principal II,3,0,3,100
12026,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Assistant Schools Division Superintendent,1,0,1,100
12027,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Chief Education Supervisor,2,0,2,100
12028,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Dentist II,1,0,1,100
12029,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Education Program Specialist II,3,0,3,100
12030,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Education Program Supervisor,11,0,11,100
12031,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Guidance Counselor II,1,1,2,50
12032,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Head Teacher I,6,1,7,85.71
12033,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Head Teacher II,4,0,4,100
12034,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Head Teacher III,2,2,4,50
12035,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Information Technology Officer I,1,0,1,100
12036,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Librarian II,1,0,1,100
12037,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Master Teacher I,49,0,49,100
12038,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Master Teacher II,8,1,9,88.89
12039,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Medical Officer III,1,0,1,100
12040,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Nurse II,3,0,3,100
12041,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Planning Officer III,1,0,1,100
12042,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Project Development Officer I,4,0,4,100
12043,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Project Development Officer II,2,0,2,100
12044,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Registrar I,1,0,1,100
12045,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,School Principal I,8,4,12,66.67
12046,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,School Principal II,7,0,7,100
12047,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,School Principal III,6,0,6,100
12048,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Schools Division Superintendent,1,0,1,100
12049,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Security Guard I,2,0,2,100
12050,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Senior Education Program Specialist,2,0,2,100
12051,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Special Education Teacher I,8,0,8,100
12052,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Special Education Teacher II,1,0,1,100
12053,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Special Science Teacher I,3,2,5,60
12054,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Teacher I,271,0,271,100
12055,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Teacher II,133,0,133,100
12056,Region XIII - CARAGA,CARAGA,Division of Cabadbaran City,Cabadbaran City,Teacher III,276,2,278,99.28
12057,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Accountant III,1,0,1,100
12058,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Administrative Aide I,5,1,6,83.33
12059,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Administrative Aide II,1,0,1,100
12060,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Administrative Aide III,3,1,4,75
12061,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Administrative Aide IV,1,0,1,100
12062,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Administrative Aide VI,6,2,8,75
12063,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Administrative Assistant I,1,0,1,100
12064,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Administrative Assistant II,57,1,58,98.28
12065,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Administrative Assistant III,39,1,40,97.5
12066,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Administrative Officer I,2,0,2,100
12067,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Administrative Officer II,68,0,68,100
12068,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Administrative Officer IV,4,0,4,100
12069,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Administrative Officer V,2,0,2,100
12070,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Assistant Schools Division Superintendent,1,0,1,100
12071,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Chief Education Supervisor,2,0,2,100
12072,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Dentist II,1,1,2,50
12073,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Education Program Specialist II,5,0,5,100
12074,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Education Program Supervisor,10,1,11,90.91
12075,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Engineer III,1,0,1,100
12076,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Farm Worker I,1,0,1,100
12077,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Fisherman,1,0,1,100
12078,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Head Teacher I,46,11,57,80.7
12079,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Head Teacher II,7,2,9,77.78
12080,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Head Teacher III,15,1,16,93.75
12081,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Head Teacher IV,3,0,3,100
12082,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Information Technology Officer I,1,0,1,100
12083,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Librarian II,1,0,1,100
12084,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Master Teacher I,63,8,71,88.73
12085,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Master Teacher II,13,0,13,100
12086,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Master Teacher III,1,1,2,50
12087,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Medical Officer III,1,0,1,100
12088,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Nurse II,9,0,9,100
12089,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Planning Officer III,1,0,1,100
12090,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Project Development Officer I,8,0,8,100
12091,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Project Development Officer II,1,1,2,50
12092,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Public Schools District Supervisor,10,0,10,100
12093,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Registrar I,1,0,1,100
12094,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,School Librarian III,1,0,1,100
12095,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,School Principal I,20,13,33,60.61
12096,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,School Principal II,8,6,14,57.14
12097,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,School Principal III,1,0,1,100
12098,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,School Principal IV,1,0,1,100
12099,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Security Guard I,3,2,5,60
12100,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Senior Education Program Specialist,4,0,4,100
12101,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Special Education Teacher I,11,0,11,100
12102,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Special Education Teacher II,3,0,3,100
12103,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Special Science Teacher I,9,2,11,81.82
12104,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Teacher I,716,13,729,98.22
12105,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Teacher II,293,37,330,88.79
12106,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Teacher III,378,19,397,95.21
12107,Region XIII - CARAGA,CARAGA,Division of Dinagat Island,Dinagat Island,Watchman I,2,0,2,100
12108,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Accountant III,1,0,1,100
12109,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Administrative Aide I,5,3,8,62.5
12110,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Administrative Aide IV,3,0,3,100
12111,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Administrative Aide VI,8,0,8,100
12112,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Administrative Assistant I,1,0,1,100
12113,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Administrative Assistant II,53,2,55,96.36
12114,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Administrative Assistant III,43,1,44,97.73
12115,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Administrative Officer I,1,0,1,100
12116,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Administrative Officer II,75,0,75,100
12117,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Administrative Officer IV,3,1,4,75
12118,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Administrative Officer V,2,0,2,100
12119,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Assistant Schools Division Superintendent,1,0,1,100
12120,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Attorney III,1,0,1,100
12121,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Chief Education Supervisor,2,0,2,100
12122,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Education Program Specialist II,5,0,5,100
12123,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Education Program Supervisor,11,0,11,100
12124,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Engineer III,1,0,1,100
12125,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Head Teacher I,33,2,35,94.29
12126,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Head Teacher II,21,1,22,95.45
12127,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Head Teacher III,24,2,26,92.31
12128,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Head Teacher IV,10,0,10,100
12129,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Head Teacher V,2,0,2,100
12130,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Information Technology Officer I,1,0,1,100
12131,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Librarian II,1,0,1,100
12132,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Master Teacher I,100,1,101,99.01
12133,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Master Teacher II,38,0,38,100
12134,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Nurse II,9,1,10,90
12135,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Planning Officer III,1,0,1,100
12136,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Project Development Officer I,11,0,11,100
12137,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Project Development Officer II,2,0,2,100
12138,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Public Schools District Supervisor,10,0,10,100
12139,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Registrar I,2,0,2,100
12140,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,School Librarian II,1,0,1,100
12141,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,School Principal I,27,1,28,96.43
12142,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,School Principal II,11,0,11,100
12143,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,School Principal III,7,0,7,100
12144,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,School Principal IV,9,0,9,100
12145,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Security Guard I,3,2,5,60
12146,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Senior Education Program Specialist,4,0,4,100
12147,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Special Education Teacher I,12,0,12,100
12148,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Special Education Teacher II,1,0,1,100
12149,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Teacher I,566,6,572,98.95
12150,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Teacher II,318,5,323,98.45
12151,Region XIII - CARAGA,CARAGA,Division of Siargao,Siargao,Teacher III,526,2,528,99.62
12152,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Accountant III,1,0,1,100
12153,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Administrative Aide I,8,1,9,88.89
12154,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Administrative Aide IV,1,0,1,100
12155,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Administrative Aide VI,8,0,8,100
12156,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Administrative Assistant I,1,0,1,100
12157,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Administrative Assistant II,46,0,46,100
12158,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Administrative Assistant III,36,0,36,100
12159,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Administrative Officer I,1,0,1,100
12160,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Administrative Officer II,49,0,49,100
12161,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Administrative Officer IV,4,0,4,100
12162,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Administrative Officer V,2,0,2,100
12163,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Assistant School Principal II,3,0,3,100
12164,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Assistant Schools Division Superintendent,1,0,1,100
12165,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Attorney III,1,0,1,100
12166,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Chief Education Supervisor,2,0,2,100
12167,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Dental Aide,1,0,1,100
12168,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Dentist II,2,0,2,100
12169,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Education Program Specialist II,5,0,5,100
12170,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Education Program Supervisor,11,0,11,100
12171,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Engineer III,1,0,1,100
12172,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Guidance Coordinator II,1,0,1,100
12173,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Head Teacher I,16,0,16,100
12174,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Head Teacher II,7,0,7,100
12175,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Head Teacher III,10,0,10,100
12176,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Head Teacher V,1,0,1,100
12177,Region XIII - CARAGA,CARAGA,Division of Surigao City,Surigao City,Head Teacher VI,2,0,2,100
